year,month,day,weekday,s_year,s_month,s_day,k_day,dekan_day,neteru_week,holy_week,holy_year,description
2023,November,6,Monday,423,Penipt,27,ZuZfhNt,Tem-At,Nefertoum & Mesthi,,,
2023,November,7,Tuesday,423,Penipt,28,ZuHmnNt,Tem-At,Nefertoum & Mesthi,,,
2023,November,8,Wednesday,423,Penipt,29,ZuPsdNt,Tem-At,Nefertoum & Mesthi,Divine Holy Day ,,
2023,November,9,Thursday,423,Penipt,30,ZuMetNt,Tem-At,Nefertoum & Mesthi,Day of Rest,,
2023,November,10,Friday,423,Ateeri,1,ZuHerp,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,11,Saturday,423,Ateeri,2,ZuZnuNt,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,12,Sunday,423,Ateeri,3,ZuHmtNt,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,13,Monday,423,Ateeri,4,ZuFduNt,Wshat-Y,Kebhsennuf & Ra,Day of Rest,,
2023,November,14,Tuesday,423,Ateeri,5,ZuDuaNt,Wshat-Y,Kebhsennuf & Ra,Ancestral Holy Day,,
2023,November,15,Wednesday,423,Ateeri,6,ZuZizNt,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,16,Thursday,423,Ateeri,7,ZuZfhNt,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,17,Friday,423,Ateeri,8,ZuHmnNt,Wshat-Y,Kebhsennuf & Ra,,,
2023,November,18,Saturday,423,Ateeri,9,ZuPsdNt,Wshat-Y,Kebhsennuf & Ra,Divine Holy Day,,
2023,November,19,Sunday,423,Ateeri,10,ZuMetNt,Wshat-Y,Kebhsennuf & Ra,Day of Rest,,
2023,November,20,Monday,423,Ateeri,11,ZuHerp,Urashty,Wsr & Duamutef,,,
2023,November,21,Tuesday,423,Ateeri,12,ZuZnuNt,Urashty,Wsr & Duamutef,,,
2023,November,22,Wednesday,423,Ateeri,13,ZuHmtNt,Urashty,Wsr & Duamutef,,,
2023,November,23,Thursday,423,Ateeri,14,ZuFduNt,Urashty,Wsr & Duamutef,Day of Rest,,
2023,November,24,Friday,423,Ateeri,15,ZuDuaNt,Urashty,Wsr & Duamutef,Ancestral Holy Day,,
2023,November,25,Saturday,423,Ateeri,16,ZuZizNt,Urashty,Wsr & Duamutef,,,
2023,November,26,Sunday,423,Ateeri,17,ZuZfhNt,Urashty,Wsr & Duamutef,,Death of Wsr,
2023,November,27,Monday,423,Ateeri,18,ZuHmnNt,Urashty,Wsr & Duamutef,,,
2023,November,28,Tuesday,423,Ateeri,19,ZuPsdNt,Urashty,Wsr & Duamutef,Divine Holy Day,,
2023,November,29,Wednesday,423,Ateeri,20,ZuMetNt,Urashty,Wsr & Duamutef,Day of Rest,,
2023,November,30,Thursday,423,Ateeri,21,ZuHerp,Ipset,Ra & Qebhsennuf,,,
2023,December,1,Friday,423,Ateeri,22,ZuZnuNt,Ipset,Ra & Qebhsennuf,,,
2023,December,2,Saturday,423,Ateeri,23,ZuHmtNt,Ipset,Ra & Qebhsennuf,,,
2023,December,3,Sunday,423,Ateeri,24,ZuFduNt,Ipset,Ra & Qebhsennuf,Day of Rest,,
2023,December,4,Monday,423,Ateeri,25,ZuDuaNt,Ipset,Ra & Qebhsennuf,Ancestral Holy Day,,
2023,December,5,Tuesday,423,Ateeri,26,ZuZizNt,Ipset,Ra & Qebhsennuf,,,
2023,December,6,Wednesday,423,Ateeri,27,ZuZfhNt,Ipset,Ra & Qebhsennuf,,,
2023,December,7,Thursday,423,Ateeri,28,ZuHmnNt,Ipset,Ra & Qebhsennuf,,,
2023,December,8,Friday,423,Ateeri,29,ZuPsdNt,Ipset,Ra & Qebhsennuf,Divine Holy Day,,
2023,December,9,Saturday,423,Ateeri,30,ZuMetNt,Ipset,Ra & Qebhsennuf,Day of Rest,,
2023,December,10,Sunday,423,Kairika,1,ZuHerp,Sebseshen,Duametef & Hapi,,,
2023,December,11,Monday,423,Kairika,2,ZuZnuNt,Sebseshen,Duametef & Hapi,,,
2023,December,12,Tuesday,423,Kairika,3,ZuHmtNt,Sebseshen,Duametef & Hapi,,,
2023,December,13,Wednesday,423,Kairika,4,ZuFduNt,Sebseshen,Duametef & Hapi,Day of Rest,,
2023,December,14,Thursday,423,Kairika,5,ZuDuaNt,Sebseshen,Duametef & Hapi,Ancestral Holy Day,,
2023,December,15,Friday,423,Kairika,6,ZuZizNt,Sebseshen,Duametef & Hapi,,,
2023,December,16,Saturday,423,Kairika,7,ZuZfhNt,Sebseshen,Duametef & Hapi,,,
2023,December,17,Sunday,423,Kairika,8,ZuHmnNt,Sebseshen,Duametef & Hapi,,,
2023,December,18,Monday,423,Kairika,9,ZuPsdNt,Sebseshen,Duametef & Hapi,Divine Holy Day,,
2023,December,19,Tuesday,423,Kairika,10,ZuMetNt,Sebseshen,Duametef & Hapi,Day of Rest,,
2023,December,20,Wednesday,423,Kairika,11,ZuHerp,Tpy-Henet,Heru & Wsr,,,
2023,December,21,Thursday,423,Kairika,12,ZuZnuNt,Tpy-Henet,Heru & Wsr,,,
2023,December,22,Friday,423,Kairika,13,ZuHmtNt,Tpy-Henet,Heru & Wsr,,,
2023,December,23,Saturday,423,Kairika,14,ZuFduNt,Tpy-Henet,Heru & Wsr,Day of Rest,,
2023,December,24,Sunday,423,Kairika,15,ZuDuaNt,Tpy-Henet,Heru & Wsr,Ancestral Holy Day,,
2023,December,25,Monday,423,Kairika,16,ZuZizNt,Tpy-Henet,Heru & Wsr,,,
2023,December,26,Tuesday,423,Kairika,17,ZuZfhNt,Tpy-Henet,Heru & Wsr,,,
2023,December,27,Wednesday,423,Kairika,18,ZuHmnNt,Tpy-Henet,Heru & Wsr,,,
2023,December,28,Thursday,423,Kairika,19,ZuPsdNt,Tpy-Henet,Heru & Wsr,Divine Holy Day,,
2023,December,29,Friday,423,Kairika,20,ZuMetNt,Tpy-Henet,Heru & Wsr,Day of Rest,,
2023,December,30,Saturday,423,Kairika,21,ZuHerp,Heri-Ybwa,Set & Yah,,,
2023,December,31,Sunday,423,Kairika,22,ZuZnuNt,Heri-Ybwa,Set & Yah,,,
2024,January,1,Monday,423,Kairika,23,ZuHmtNt,Heri-Ybwa,Set & Yah,,,
2024,January,2,Tuesday,423,Kairika,24,ZuFduNt,Heri-Ybwa,Set & Yah,Day of Rest,Embalmment of Wsr,
2024,January,3,Wednesday,423,Kairika,25,ZuDuaNt,Heri-Ybwa,Set & Yah,Ancestral Holy Day,,
2024,January,4,Thursday,423,Kairika,26,ZuZizNt,Heri-Ybwa,Set & Yah,,,
2024,January,5,Friday,423,Kairika,27,ZuZfhNt,Heri-Ybwa,Set & Yah,,Beginning of Fasting (10 days),
2024,January,6,Saturday,423,Kairika,28,ZuHmnNt,Heri-Ybwa,Set & Yah,,,
2024,January,7,Sunday,423,Kairika,29,ZuPsdNt,Heri-Ybwa,Set & Yah,Divine Holy Day,Mourning For Wsr,
2024,January,8,Monday,423,Kairika,30,ZuMetNt,Heri-Ybwa,Set & Yah,Day of Rest,,
2024,January,9,Tuesday,423,Tepia,1,ZuHerp,Sapty-Hanwy,Heru,,,
2024,January,10,Wednesday,423,Tepia,2,ZuZnuNt,Sapty-Hanwy,Heru,,,
2024,January,11,Thursday,423,Tepia,3,ZuHmtNt,Sapty-Hanwy,Heru,,,
2024,January,12,Friday,423,Tepia,4,ZuFduNt,Sapty-Hanwy,Heru,Day of Rest,,
2024,January,13,Saturday,423,Tepia,5,ZuDuaNt,Sapty-Hanwy,Heru,Ancestral Holy Day,,
2024,January,14,Sunday,423,Tepia,6,ZuZizNt,Sapty-Hanwy,Heru,,(Last day of Fasting),
2024,January,15,Monday,423,Tepia,7,ZuZfhNt,Sapty-Hanwy,Heru,,End of Fast Feast (all day),
2024,January,16,Tuesday,423,Tepia,8,ZuHmnNt,Sapty-Hanwy,Heru,,,
2024,January,17,Wednesday,423,Tepia,9,ZuPsdNt,Sapty-Hanwy,Heru,Divine Holy Day,,
2024,January,18,Thursday,423,Tepia,10,ZuMetNt,Sapty-Hanwy,Heru,Day of Rest,,
2024,January,19,Friday,423,Tepia,11,ZuHerp,Seshemu,Ist & Het,,,
2024,January,20,Saturday,423,Tepia,12,ZuZnuNt,Seshemu,Ist & Het,,,
2024,January,21,Sunday,423,Tepia,13,ZuHmtNt,Seshemu,Ist & Het,,,
2024,January,22,Monday,423,Tepia,14,ZuFduNt,Seshemu,Ist & Het,Day of Rest,,
2024,January,23,Tuesday,423,Tepia,15,ZuDuaNt,Seshemu,Ist & Het,Ancestral Holy Day,,
2024,January,24,Wednesday,423,Tepia,16,ZuZizNt,Seshemu,Ist & Het,,,
2024,January,25,Thursday,423,Tepia,17,ZuZfhNt,Seshemu,Ist & Het,,,
2024,January,26,Friday,423,Tepia,18,ZuHmnNt,Seshemu,Ist & Het,,,
2024,January,27,Saturday,423,Tepia,19,ZuPsdNt,Seshemu,Ist & Het,Divine Holy Day,,
2024,January,28,Sunday,423,Tepia,20,ZuMetNt,Seshemu,Ist & Het,Day of Rest,,
2024,January,29,Monday,423,Tepia,21,ZuHerp,Saseshemu,Set & Ur,,,
2024,January,30,Tuesday,423,Tepia,22,ZuZnuNt,Saseshemu,Set & Ur,,,
2024,January,31,Wednesday,423,Tepia,23,ZuHmtNt,Saseshemu,Set & Ur,,,
2024,February,1,Thursday,423,Tepia,24,ZuFduNt,Saseshemu,Set & Ur,Day of Rest,,
2024,February,2,Friday,423,Tepia,25,ZuDuaNt,Saseshemu,Set & Ur,Ancestral Holy Day,,
2024,February,3,Saturday,423,Tepia,26,ZuZizNt,Saseshemu,Set & Ur,,,
2024,February,4,Sunday,423,Tepia,27,ZuZfhNt,Saseshemu,Set & Ur,,,
2024,February,5,Monday,423,Tepia,28,ZuHmnNt,Saseshemu,Set & Ur,,,
2024,February,6,Tuesday,423,Tepia,29,ZuPsdNt,Saseshemu,Set & Ur,Divine Holy Day,,
2024,February,7,Wednesday,423,Tepia,30,ZuMetNt,Saseshemu,Set & Ur,Day of Rest,,
2024,February,8,Thursday,423,M'Khir,1,ZuHerp,Knemu,Heru & Ur,,,
2024,February,9,Friday,423,M'Khir,2,ZuZnuNt,Knemu,Heru & Ur,,,
2024,February,10,Saturday,423,M'Khir,3,ZuHmtNt,Knemu,Heru & Ur,,,
2024,February,11,Sunday,423,M'Khir,4,ZuFduNt,Knemu,Heru & Ur,Day of Rest,,
2024,February,12,Monday,423,M'Khir,5,ZuDuaNt,Knemu,Heru & Ur,Ancestral Holy Day,,
2024,February,13,Tuesday,423,M'Khir,6,ZuZizNt,Knemu,Heru & Ur,,,
2024,February,14,Wednesday,423,M'Khir,7,ZuZfhNt,Knemu,Heru & Ur,,,
2024,February,15,Thursday,423,M'Khir,8,ZuHmnNt,Knemu,Heru & Ur,,,
2024,February,16,Friday,423,M'Khir,9,ZuPsdNt,Knemu,Heru & Ur,Divine Holy Day,,
2024,February,17,Saturday,423,M'Khir,10,ZuMetNt,Knemu,Heru & Ur,Day of Rest,,
2024,February,18,Sunday,423,M'Khir,11,ZuHerp,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,19,Monday,423,M'Khir,12,ZuZnuNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,20,Tuesday,423,M'Khir,13,ZuHmtNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,21,Wednesday,423,M'Khir,14,ZuFduNt,Tpy-Semed,Mesthi & Kebhsenuf,Day of Rest,,
2024,February,22,Thursday,423,M'Khir,15,ZuDuaNt,Tpy-Semed,Mesthi & Kebhsenuf,Ancestral Holy Day,,
2024,February,23,Friday,423,M'Khir,16,ZuZizNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,24,Saturday,423,M'Khir,17,ZuZfhNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,25,Sunday,423,M'Khir,18,ZuHmnNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2024,February,26,Monday,423,M'Khir,19,ZuPsdNt,Tpy-Semed,Mesthi & Kebhsenuf,Divine Holy Day,,
2024,February,27,Tuesday,423,M'Khir,20,ZuMetNt,Tpy-Semed,Mesthi & Kebhsenuf,Day of Rest,,
2024,February,28,Wednesday,423,M'Khir,21,ZuHerp,Paseba Waty,Herumakhi,,,
2024,February,29,Thursday,423,M'Khir,22,ZuZnuNt,Paseba Waty,Herumakhi,,,
2024,March,1,Friday,423,M'Khir,23,ZuHmtNt,Paseba Waty,Herumakhi,,,
2024,March,2,Saturday,423,M'Khir,24,ZuFduNt,Paseba Waty,Herumakhi,Day of Rest,,
2024,March,3,Sunday,423,M'Khir,25,ZuDuaNt,Paseba Waty,Herumakhi,Ancestral Holy Day,,
2024,March,4,Monday,423,M'Khir,26,ZuZizNt,Paseba Waty,Herumakhi,,,
2024,March,5,Tuesday,423,M'Khir,27,ZuZfhNt,Paseba Waty,Herumakhi,,,
2024,March,6,Wednesday,423,M'Khir,28,ZuHmnNt,Paseba Waty,Herumakhi,,,
2024,March,7,Thursday,423,M'Khir,29,ZuPsdNt,Paseba Waty,Herumakhi,Divine Holy Day,,
2024,March,8,Friday,423,M'Khir,30,ZuMetNt,Paseba Waty,Herumakhi,Day of Rest,,
2024,March,9,Saturday,423,Pen Imenhotep,1,ZuHerp,Semed,Hapi,,,
2024,March,10,Sunday,423,Pen Imenhotep,2,ZuZnuNt,Semed,Hapi,,,
2024,March,11,Monday,423,Pen Imenhotep,3,ZuHmtNt,Semed,Hapi,,,
2024,March,12,Tuesday,423,Pen Imenhotep,4,ZuFduNt,Semed,Hapi,Day of Rest,,
2024,March,13,Wednesday,423,Pen Imenhotep,5,ZuDuaNt,Semed,Hapi,Ancestral Holy Day,,
2024,March,14,Thursday,423,Pen Imenhotep,6,ZuZizNt,Semed,Hapi,,,
2024,March,15,Friday,423,Pen Imenhotep,7,ZuZfhNt,Semed,Hapi,,,
2024,March,16,Saturday,423,Pen Imenhotep,8,ZuHmnNt,Semed,Hapi,,,
2024,March,17,Sunday,423,Pen Imenhotep,9,ZuPsdNt,Semed,Hapi,Divine Holy Day,,
2024,March,18,Monday,423,Pen Imenhotep,10,ZuMetNt,Semed,Hapi,Day of Rest,,
2024,March,19,Tuesday,423,Pen Imenhotep,11,ZuHerp,Seret,Aishat,,,
2024,March,20,Wednesday,423,Pen Imenhotep,12,ZuZnuNt,Seret,Aishat,,,
2024,March,21,Thursday,423,Pen Imenhotep,13,ZuHmtNt,Seret,Aishat,,,
2024,March,22,Friday,423,Pen Imenhotep,14,ZuFduNt,Seret,Aishat,Day of Rest,,
2024,March,23,Saturday,423,Pen Imenhotep,15,ZuDuaNt,Seret,Aishat,Ancestral Holy Day,,
2024,March,24,Sunday,423,Pen Imenhotep,16,ZuZizNt,Seret,Aishat,,,
2024,March,25,Monday,423,Pen Imenhotep,17,ZuZfhNt,Seret,Aishat,,,
2024,March,26,Tuesday,423,Pen Imenhotep,18,ZuHmnNt,Seret,Aishat,,,
2024,March,27,Wednesday,423,Pen Imenhotep,19,ZuPsdNt,Seret,Aishat,Divine Holy Day,,
2024,March,28,Thursday,423,Pen Imenhotep,20,ZuMetNt,Seret,Aishat,Day of Rest,,
2024,March,29,Friday,423,Pen Imenhotep,21,ZuHerp,Saseret,Duamutef & Qebsenuf,,,
2024,March,30,Saturday,423,Pen Imenhotep,22,ZuZnuNt,Saseret,Duamutef & Qebsenuf,,,
2024,March,31,Sunday,423,Pen Imenhotep,23,ZuHmtNt,Saseret,Duamutef & Qebsenuf,,,
2024,April,1,Monday,423,Pen Imenhotep,24,ZuFduNt,Saseret,Duamutef & Qebsenuf,Day of Rest,,
2024,April,2,Tuesday,423,Pen Imenhotep,25,ZuDuaNt,Saseret,Duamutef & Qebsenuf,Ancestral Holy Day,,
2024,April,3,Wednesday,423,Pen Imenhotep,26,ZuZizNt,Saseret,Duamutef & Qebsenuf,,,
2024,April,4,Thursday,423,Pen Imenhotep,27,ZuZfhNt,Saseret,Duamutef & Qebsenuf,,,
2024,April,5,Friday,423,Pen Imenhotep,28,ZuHmnNt,Saseret,Duamutef & Qebsenuf,,,
2024,April,6,Saturday,423,Pen Imenhotep,29,ZuPsdNt,Saseret,Duamutef & Qebsenuf,Divine Holy Day,,
2024,April,7,Sunday,423,Pen Imenhotep,30,ZuMetNt,Saseret,Duamutef & Qebsenuf,Day of Rest,,
2024,April,8,Monday,423,Pen Renut,1,ZuHerp,Tpy Ahwy,Quebsenuf,,,
2024,April,9,Tuesday,423,Pen Renut,2,ZuZnuNt,Tpy Ahwy,Quebsenuf,,,
2024,April,10,Wednesday,423,Pen Renut,3,ZuHmtNt,Tpy Ahwy,Quebsenuf,,,
2024,April,11,Thursday,423,Pen Renut,4,ZuFduNt,Tpy Ahwy,Quebsenuf,Day of Rest,,
2024,April,12,Friday,423,Pen Renut,5,ZuDuaNt,Tpy Ahwy,Quebsenuf,Ancestral Holy Day,,
2024,April,13,Saturday,423,Pen Renut,6,ZuZizNt,Tpy Ahwy,Quebsenuf,,,
2024,April,14,Sunday,423,Pen Renut,7,ZuZfhNt,Tpy Ahwy,Quebsenuf,,,
2024,April,15,Monday,423,Pen Renut,8,ZuHmnNt,Tpy Ahwy,Quebsenuf,,,
2024,April,16,Tuesday,423,Pen Renut,9,ZuPsdNt,Tpy Ahwy,Quebsenuf,Divine Holy Day,,
2024,April,17,Wednesday,423,Pen Renut,10,ZuMetNt,Tpy Ahwy,Quebsenuf,Day of Rest,,
2024,April,18,Thursday,423,Pen Renut,11,ZuHerp,Ahwy,Herushafi,,,
2024,April,19,Friday,423,Pen Renut,12,ZuZnuNt,Ahwy,Herushafi,,,
2024,April,20,Saturday,423,Pen Renut,13,ZuHmtNt,Ahwy,Herushafi,,,
2024,April,21,Sunday,423,Pen Renut,14,ZuFduNt,Ahwy,Herushafi,Day of Rest,,
2024,April,22,Monday,423,Pen Renut,15,ZuDuaNt,Ahwy,Herushafi,Ancestral Holy Day,,
2024,April,23,Tuesday,423,Pen Renut,16,ZuZizNt,Ahwy,Herushafi,,,
2024,April,24,Wednesday,423,Pen Renut,17,ZuZfhNt,Ahwy,Herushafi,,,
2024,April,25,Thursday,423,Pen Renut,18,ZuHmnNt,Ahwy,Herushafi,,,
2024,April,26,Friday,423,Pen Renut,19,ZuPsdNt,Ahwy,Herushafi,Divine Holy Day,,
2024,April,27,Saturday,423,Pen Renut,20,ZuMetNt,Ahwy,Herushafi,Day of Rest,,
2024,April,28,Sunday,423,Pen Renut,21,ZuHerp,Tpy Bawy,Amsu,,,
2024,April,29,Monday,423,Pen Renut,22,ZuZnuNt,Tpy Bawy,Amsu,,,
2024,April,30,Tuesday,423,Pen Renut,23,ZuHmtNt,Tpy Bawy,Amsu,,,
2024,May,1,Wednesday,423,Pen Renut,24,ZuFduNt,Tpy Bawy,Amsu,Day of Rest,,
2024,May,2,Thursday,423,Pen Renut,25,ZuDuaNt,Tpy Bawy,Amsu,Ancestral Holy Day,,
2024,May,3,Friday,423,Pen Renut,26,ZuZizNt,Tpy Bawy,Amsu,,,
2024,May,4,Saturday,423,Pen Renut,27,ZuZfhNt,Tpy Bawy,Amsu,,,
2024,May,5,Sunday,423,Pen Renut,28,ZuHmnNt,Tpy Bawy,Amsu,,,
2024,May,6,Monday,423,Pen Renut,29,ZuPsdNt,Tpy Bawy,Amsu,Divine Holy Day,,
2024,May,7,Tuesday,423,Pen Renut,30,ZuMetNt,Tpy Bawy,Amsu,Day of Rest,,
2024,May,8,Wednesday,423,Kpekhan,1,ZuHerp,Bawy,Hapi & Mesthi,,,
2024,May,9,Thursday,423,Kpekhan,2,ZuZnuNt,Bawy,Hapi & Mesthi,,,
2024,May,10,Friday,423,Kpekhan,3,ZuHmtNt,Bawy,Hapi & Mesthi,,,
2024,May,11,Saturday,423,Kpekhan,4,ZuFduNt,Bawy,Hapi & Mesthi,Day of Rest,,
2024,May,12,Sunday,423,Kpekhan,5,ZuDuaNt,Bawy,Hapi & Mesthi,Ancestral Holy Day,,
2024,May,13,Monday,423,Kpekhan,6,ZuZizNt,Bawy,Hapi & Mesthi,,,
2024,May,14,Tuesday,423,Kpekhan,7,ZuZfhNt,Bawy,Hapi & Mesthi,,,
2024,May,15,Wednesday,423,Kpekhan,8,ZuHmnNt,Bawy,Hapi & Mesthi,,,
2024,May,16,Thursday,423,Kpekhan,9,ZuPsdNt,Bawy,Hapi & Mesthi,Divine Holy Day,,
2024,May,17,Friday,423,Kpekhan,10,ZuMetNt,Bawy,Hapi & Mesthi,Day of Rest,,
2024,May,18,Saturday,423,Kpekhan,11,ZuHerp,Henetw-Hery W,Herukuti,,,
2024,May,19,Sunday,423,Kpekhan,12,ZuZnuNt,Henetw-Hery W,Herukuti,,,
2024,May,20,Monday,423,Kpekhan,13,ZuHmtNt,Henetw-Hery W,Herukuti,,,
2024,May,21,Tuesday,423,Kpekhan,14,ZuFduNt,Henetw-Hery W,Herukuti,Day of Rest,,
2024,May,22,Wednesday,423,Kpekhan,15,ZuDuaNt,Henetw-Hery W,Herukuti,Ancestral Holy Day,,
2024,May,23,Thursday,423,Kpekhan,16,ZuZizNt,Henetw-Hery W,Herukuti,,,
2024,May,24,Friday,423,Kpekhan,17,ZuZfhNt,Henetw-Hery W,Herukuti,,,
2024,May,25,Saturday,423,Kpekhan,18,ZuHmnNt,Henetw-Hery W,Herukuti,,,
2024,May,26,Sunday,423,Kpekhan,19,ZuPsdNt,Henetw-Hery W,Herukuti,Divine Holy Day,,
2024,May,27,Monday,423,Kpekhan,20,ZuMetNt,Henetw-Hery W,Herukuti,Day of Rest,,
2024,May,28,Tuesday,423,Kpekhan,21,ZuHerp,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,May,29,Wednesday,423,Kpekhan,22,ZuZnuNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,May,30,Thursday,423,Kpekhan,23,ZuHmtNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,May,31,Friday,423,Kpekhan,24,ZuFduNt,Henetw Gerw,Nefertoum & Herumakhi,Day of Rest,,
2024,June,1,Saturday,423,Kpekhan,25,ZuDuaNt,Henetw Gerw,Nefertoum & Herumakhi,Ancestral Holy Day,,
2024,June,2,Sunday,423,Kpekhan,26,ZuZizNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,June,3,Monday,423,Kpekhan,27,ZuZfhNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,June,4,Tuesday,423,Kpekhan,28,ZuHmnNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2024,June,5,Wednesday,423,Kpekhan,29,ZuPsdNt,Henetw Gerw,Nefertoum & Herumakhi,Divine Holy Day,,
2024,June,6,Thursday,423,Kpekhan,30,ZuMetNt,Henetw Gerw,Nefertoum & Herumakhi,Day of Rest,,
2024,June,7,Friday,423,Peninit,1,ZuHerp,Khat,Ptah & Hershafi,,,
2024,June,8,Saturday,423,Peninit,2,ZuZnuNt,Khat,Ptah & Hershafi,,,
2024,June,9,Sunday,423,Peninit,3,ZuHmtNt,Khat,Ptah & Hershafi,,,
2024,June,10,Monday,423,Peninit,4,ZuFduNt,Khat,Ptah & Hershafi,Day of Rest,,
2024,June,11,Tuesday,423,Peninit,5,ZuDuaNt,Khat,Ptah & Hershafi,Ancestral Holy Day,,
2024,June,12,Wednesday,423,Peninit,6,ZuZizNt,Khat,Ptah & Hershafi,,,
2024,June,13,Thursday,423,Peninit,7,ZuZfhNt,Khat,Ptah & Hershafi,,,
2024,June,14,Friday,423,Peninit,8,ZuHmnNt,Khat,Ptah & Hershafi,,,
2024,June,15,Saturday,423,Peninit,9,ZuPsdNt,Khat,Ptah & Hershafi,Divine Holy Day,,
2024,June,16,Sunday,423,Peninit,10,ZuMetNt,Khat,Ptah & Hershafi,Day of Rest,,
2024,June,17,Monday,423,Peninit,11,ZuHerp,Sa-Wy-Khat,Amon,,,
2024,June,18,Tuesday,423,Peninit,12,ZuZnuNt,Sa-Wy-Khat,Amon,,,
2024,June,19,Wednesday,423,Peninit,13,ZuHmtNt,Sa-Wy-Khat,Amon,,,
2024,June,20,Thursday,423,Peninit,14,ZuFduNt,Sa-Wy-Khat,Amon,Day of Rest,,
2024,June,21,Friday,423,Peninit,15,ZuDuaNt,Sa-Wy-Khat,Amon,Ancestral Holy Day,,
2024,June,22,Saturday,423,Peninit,16,ZuZizNt,Sa-Wy-Khat,Amon,,,
2024,June,23,Sunday,423,Peninit,17,ZuZfhNt,Sa-Wy-Khat,Amon,,,
2024,June,24,Monday,423,Peninit,18,ZuHmnNt,Sa-Wy-Khat,Amon,,,
2024,June,25,Tuesday,423,Peninit,19,ZuPsdNt,Sa-Wy-Khat,Amon,Divine Holy Day,,
2024,June,26,Wednesday,423,Peninit,20,ZuMetNt,Sa-Wy-Khat,Amon,Day of Rest,,
2024,June,27,Thursday,423,Peninit,21,ZuHerp,Haw,Menqet & Sept,,,
2024,June,28,Friday,423,Peninit,22,ZuZnuNt,Haw,Menqet & Sept,,,
2024,June,29,Saturday,423,Peninit,23,ZuHmtNt,Haw,Menqet & Sept,,,
2024,June,30,Sunday,423,Peninit,24,ZuFduNt,Haw,Menqet & Sept,Day of Rest,,
2024,July,1,Monday,423,Peninit,25,ZuDuaNt,Haw,Menqet & Sept,Ancestral Holy Day,,
2024,July,2,Tuesday,423,Peninit,26,ZuZizNt,Haw,Menqet & Sept,,,
2024,July,3,Wednesday,423,Peninit,27,ZuZfhNt,Haw,Menqet & Sept,,,
2024,July,4,Thursday,423,Peninit,28,ZuHmnNt,Haw,Menqet & Sept,,,
2024,July,5,Friday,423,Peninit,29,ZuPsdNt,Haw,Menqet & Sept,Divine Holy Day,,
2024,July,6,Saturday,423,Peninit,30,ZuMetNt,Haw,Menqet & Sept,Day of Rest,,
2024,July,7,Sunday,423,Heb Senseni,1,ZuHerp,Hart,Ihr,,,
2024,July,8,Monday,423,Heb Senseni,2,ZuZnuNt,Hart,Ihr,,,
2024,July,9,Tuesday,423,Heb Senseni,3,ZuHmtNt,Hart,Ihr,,,
2024,July,10,Wednesday,423,Heb Senseni,4,ZuFduNt,Hart,Ihr,Day of Rest,,
2024,July,11,Thursday,423,Heb Senseni,5,ZuDuaNt,Hart,Ihr,Ancestral Holy Day,,
2024,July,12,Friday,423,Heb Senseni,6,ZuZizNt,Hart,Ihr,,,
2024,July,13,Saturday,423,Heb Senseni,7,ZuZfhNt,Hart,Ihr,,,
2024,July,14,Sunday,423,Heb Senseni,8,ZuHmnNt,Hart,Ihr,,,
2024,July,15,Monday,423,Heb Senseni,9,ZuPsdNt,Hart,Ihr,Divine Holy Day,,
2024,July,16,Tuesday,423,Heb Senseni,10,ZuMetNt,Hart,Ihr,Day of Rest,,
2024,July,17,Wednesday,423,Heb Senseni,11,ZuHerp,Remnhry,Meshti,,,
2024,July,18,Thursday,423,Heb Senseni,12,ZuZnuNt,Remnhry,Meshti,,,
2024,July,19,Friday,423,Heb Senseni,13,ZuHmtNt,Remnhry,Meshti,,,
2024,July,20,Saturday,423,Heb Senseni,14,ZuFduNt,Remnhry,Meshti,Day of Rest,,
2024,July,21,Sunday,423,Heb Senseni,15,ZuDuaNt,Remnhry,Meshti,Ancestral Holy Day,Death of Master Naba,
2024,July,22,Monday,423,Heb Senseni,16,ZuZizNt,Remnhry,Meshti,,,
2024,July,23,Tuesday,423,Heb Senseni,17,ZuZfhNt,Remnhry,Meshti,,,
2024,July,24,Wednesday,423,Heb Senseni,18,ZuHmnNt,Remnhry,Meshti,,,
2024,July,25,Thursday,423,Heb Senseni,19,ZuPsdNt,Remnhry,Meshti,Divine Holy Day,,
2024,July,26,Friday,423,Heb Senseni,20,ZuMetNt,Remnhry,Meshti,Day of Rest,,
