year,month,day,weekday,s_year,s_month,s_day,k_day,dekan_day,neteru_week,holy_week,holy_year,description
2023,February,14,Tuesday,422,M'Khir,7,ZuZfhNt,Knemu,Heru & Ur,,,
2023,February,15,Wednesday,422,M'Khir,8,ZuHmnNt,Knemu,Heru & Ur,,,
2023,February,16,Thursday,422,M'Khir,9,ZuPsdNt,Knemu,Heru & Ur,Divine Holy Day,,
2023,February,17,Friday,422,M'Khir,10,ZuMetNt,Knemu,Heru & Ur,Day of Rest,,
2023,February,18,Saturday,422,M'Khir,11,ZuHerp,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,19,Sunday,422,M'Khir,12,ZuZnuNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,20,Monday,422,M'Khir,13,ZuHmtNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,21,Tuesday,422,M'Khir,14,ZuFduNt,Tpy-Semed,Mesthi & Kebhsenuf,Day of Rest,,
2023,February,22,Wednesday,422,M'Khir,15,ZuDuaNt,Tpy-Semed,Mesthi & Kebhsenuf,Ancestral Holy Day,,
2023,February,23,Thursday,422,M'Khir,16,ZuZizNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,24,Friday,422,M'Khir,17,ZuZfhNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,25,Saturday,422,M'Khir,18,ZuHmnNt,Tpy-Semed,Mesthi & Kebhsenuf,,,
2023,February,26,Sunday,422,M'Khir,19,ZuPsdNt,Tpy-Semed,Mesthi & Kebhsenuf,Divine Holy Day,,
2023,February,27,Monday,422,M'Khir,20,ZuMetNt,Tpy-Semed,Mesthi & Kebhsenuf,Day of Rest,,
2023,February,28,Tuesday,422,M'Khir,21,ZuHerp,Paseba Waty,Herumakhi,,,
2023,March,1,Wednesday,422,M'Khir,22,ZuZnuNt,Paseba Waty,Herumakhi,,,
2023,March,2,Thursday,422,M'Khir,23,ZuHmtNt,Paseba Waty,Herumakhi,,,
2023,March,3,Friday,422,M'Khir,24,ZuFduNt,Paseba Waty,Herumakhi,Day of Rest,,
2023,March,4,Saturday,422,M'Khir,25,ZuDuaNt,Paseba Waty,Herumakhi,Ancestral Holy Day,,
2023,March,5,Sunday,422,M'Khir,26,ZuZizNt,Paseba Waty,Herumakhi,,,
2023,March,6,Monday,422,M'Khir,27,ZuZfhNt,Paseba Waty,Herumakhi,,,
2023,March,7,Tuesday,422,M'Khir,28,ZuHmnNt,Paseba Waty,Herumakhi,,,
2023,March,8,Wednesday,422,M'Khir,29,ZuPsdNt,Paseba Waty,Herumakhi,Divine Holy Day,,
2023,March,9,Thursday,422,M'Khir,30,ZuMetNt,Paseba Waty,Herumakhi,Day of Rest,,
2023,March,10,Friday,422,Pen Imenhotep,1,ZuHerp,Semed,Hapi,,,
2023,March,11,Saturday,422,Pen Imenhotep,2,ZuZnuNt,Semed,Hapi,,,
2023,March,12,Sunday,422,Pen Imenhotep,3,ZuHmtNt,Semed,Hapi,,,
2023,March,13,Monday,422,Pen Imenhotep,4,ZuFduNt,Semed,Hapi,Day of Rest,,
2023,March,14,Tuesday,422,Pen Imenhotep,5,ZuDuaNt,Semed,Hapi,Ancestral Holy Day,,
2023,March,15,Wednesday,422,Pen Imenhotep,6,ZuZizNt,Semed,Hapi,,,
2023,March,16,Thursday,422,Pen Imenhotep,7,ZuZfhNt,Semed,Hapi,,,
2023,March,17,Friday,422,Pen Imenhotep,8,ZuHmnNt,Semed,Hapi,,,
2023,March,18,Saturday,422,Pen Imenhotep,9,ZuPsdNt,Semed,Hapi,Divine Holy Day,,
2023,March,19,Sunday,422,Pen Imenhotep,10,ZuMetNt,Semed,Hapi,Day of Rest,,
2023,March,20,Monday,422,Pen Imenhotep,11,ZuHerp,Seret,Aishat,,,
2023,March,21,Tuesday,422,Pen Imenhotep,12,ZuZnuNt,Seret,Aishat,,,
2023,March,22,Wednesday,422,Pen Imenhotep,13,ZuHmtNt,Seret,Aishat,,,
2023,March,23,Thursday,422,Pen Imenhotep,14,ZuFduNt,Seret,Aishat,Day of Rest,,
2023,March,24,Friday,422,Pen Imenhotep,15,ZuDuaNt,Seret,Aishat,Ancestral Holy Day,,
2023,March,25,Saturday,422,Pen Imenhotep,16,ZuZizNt,Seret,Aishat,,,
2023,March,26,Sunday,422,Pen Imenhotep,17,ZuZfhNt,Seret,Aishat,,,
2023,March,27,Monday,422,Pen Imenhotep,18,ZuHmnNt,Seret,Aishat,,,
2023,March,28,Tuesday,422,Pen Imenhotep,19,ZuPsdNt,Seret,Aishat,Divine Holy Day,,
2023,March,29,Wednesday,422,Pen Imenhotep,20,ZuMetNt,Seret,Aishat,Day of Rest,,
2023,March,30,Thursday,422,Pen Imenhotep,21,ZuHerp,Saseret,Duamutef & Qebsenuf,,,
2023,March,31,Friday,422,Pen Imenhotep,22,ZuZnuNt,Saseret,Duamutef & Qebsenuf,,,
2023,April,1,Saturday,422,Pen Imenhotep,23,ZuHmtNt,Saseret,Duamutef & Qebsenuf,,,
2023,April,2,Sunday,422,Pen Imenhotep,24,ZuFduNt,Saseret,Duamutef & Qebsenuf,Day of Rest,,
2023,April,3,Monday,422,Pen Imenhotep,25,ZuDuaNt,Saseret,Duamutef & Qebsenuf,Ancestral Holy Day,,
2023,April,4,Tuesday,422,Pen Imenhotep,26,ZuZizNt,Saseret,Duamutef & Qebsenuf,,,
2023,April,5,Wednesday,422,Pen Imenhotep,27,ZuZfhNt,Saseret,Duamutef & Qebsenuf,,,
2023,April,6,Thursday,422,Pen Imenhotep,28,ZuHmnNt,Saseret,Duamutef & Qebsenuf,,,
2023,April,7,Friday,422,Pen Imenhotep,29,ZuPsdNt,Saseret,Duamutef & Qebsenuf,Divine Holy Day,,
2023,April,8,Saturday,422,Pen Imenhotep,30,ZuMetNt,Saseret,Duamutef & Qebsenuf,Day of Rest,,
2023,April,9,Sunday,422,Pen Renut,1,ZuHerp,Tpy Ahwy,Quebsenuf,,,
2023,April,10,Monday,422,Pen Renut,2,ZuZnuNt,Tpy Ahwy,Quebsenuf,,,
2023,April,11,Tuesday,422,Pen Renut,3,ZuHmtNt,Tpy Ahwy,Quebsenuf,,,
2023,April,12,Wednesday,422,Pen Renut,4,ZuFduNt,Tpy Ahwy,Quebsenuf,Day of Rest,,
2023,April,13,Thursday,422,Pen Renut,5,ZuDuaNt,Tpy Ahwy,Quebsenuf,Ancestral Holy Day,,
2023,April,14,Friday,422,Pen Renut,6,ZuZizNt,Tpy Ahwy,Quebsenuf,,,
2023,April,15,Saturday,422,Pen Renut,7,ZuZfhNt,Tpy Ahwy,Quebsenuf,,,
2023,April,16,Sunday,422,Pen Renut,8,ZuHmnNt,Tpy Ahwy,Quebsenuf,,,
2023,April,17,Monday,422,Pen Renut,9,ZuPsdNt,Tpy Ahwy,Quebsenuf,Divine Holy Day,,
2023,April,18,Tuesday,422,Pen Renut,10,ZuMetNt,Tpy Ahwy,Quebsenuf,Day of Rest,,
2023,April,19,Wednesday,422,Pen Renut,11,ZuHerp,Ahwy,Herushafi,,,
2023,April,20,Thursday,422,Pen Renut,12,ZuZnuNt,Ahwy,Herushafi,,,
2023,April,21,Friday,422,Pen Renut,13,ZuHmtNt,Ahwy,Herushafi,,,
2023,April,22,Saturday,422,Pen Renut,14,ZuFduNt,Ahwy,Herushafi,Day of Rest,,
2023,April,23,Sunday,422,Pen Renut,15,ZuDuaNt,Ahwy,Herushafi,Ancestral Holy Day,,
2023,April,24,Monday,422,Pen Renut,16,ZuZizNt,Ahwy,Herushafi,,,
2023,April,25,Tuesday,422,Pen Renut,17,ZuZfhNt,Ahwy,Herushafi,,,
2023,April,26,Wednesday,422,Pen Renut,18,ZuHmnNt,Ahwy,Herushafi,,,
2023,April,27,Thursday,422,Pen Renut,19,ZuPsdNt,Ahwy,Herushafi,Divine Holy Day,,
2023,April,28,Friday,422,Pen Renut,20,ZuMetNt,Ahwy,Herushafi,Day of Rest,,
2023,April,29,Saturday,422,Pen Renut,21,ZuHerp,Tpy Bawy,Amsu,,,
2023,April,30,Sunday,422,Pen Renut,22,ZuZnuNt,Tpy Bawy,Amsu,,,
2023,May,1,Monday,422,Pen Renut,23,ZuHmtNt,Tpy Bawy,Amsu,,,
2023,May,2,Tuesday,422,Pen Renut,24,ZuFduNt,Tpy Bawy,Amsu,Day of Rest,,
2023,May,3,Wednesday,422,Pen Renut,25,ZuDuaNt,Tpy Bawy,Amsu,Ancestral Holy Day,,
2023,May,4,Thursday,422,Pen Renut,26,ZuZizNt,Tpy Bawy,Amsu,,,
2023,May,5,Friday,422,Pen Renut,27,ZuZfhNt,Tpy Bawy,Amsu,,,
2023,May,6,Saturday,422,Pen Renut,28,ZuHmnNt,Tpy Bawy,Amsu,,,
2023,May,7,Sunday,422,Pen Renut,29,ZuPsdNt,Tpy Bawy,Amsu,Divine Holy Day,,
2023,May,8,Monday,422,Pen Renut,30,ZuMetNt,Tpy Bawy,Amsu,Day of Rest,,
2023,May,9,Tuesday,422,Kpekhan,1,ZuHerp,Bawy,Hapi & Mesthi,,,
2023,May,10,Wednesday,422,Kpekhan,2,ZuZnuNt,Bawy,Hapi & Mesthi,,,
2023,May,11,Thursday,422,Kpekhan,3,ZuHmtNt,Bawy,Hapi & Mesthi,,,
2023,May,12,Friday,422,Kpekhan,4,ZuFduNt,Bawy,Hapi & Mesthi,Day of Rest,,
2023,May,13,Saturday,422,Kpekhan,5,ZuDuaNt,Bawy,Hapi & Mesthi,Ancestral Holy Day,,
2023,May,14,Sunday,422,Kpekhan,6,ZuZizNt,Bawy,Hapi & Mesthi,,,
2023,May,15,Monday,422,Kpekhan,7,ZuZfhNt,Bawy,Hapi & Mesthi,,,
2023,May,16,Tuesday,422,Kpekhan,8,ZuHmnNt,Bawy,Hapi & Mesthi,,,
2023,May,17,Wednesday,422,Kpekhan,9,ZuPsdNt,Bawy,Hapi & Mesthi,Divine Holy Day,,
2023,May,18,Thursday,422,Kpekhan,10,ZuMetNt,Bawy,Hapi & Mesthi,Day of Rest,,
2023,May,19,Friday,422,Kpekhan,11,ZuHerp,Henetw-Hery W,Herukuti,,,
2023,May,20,Saturday,422,Kpekhan,12,ZuZnuNt,Henetw-Hery W,Herukuti,,,
2023,May,21,Sunday,422,Kpekhan,13,ZuHmtNt,Henetw-Hery W,Herukuti,,,
2023,May,22,Monday,422,Kpekhan,14,ZuFduNt,Henetw-Hery W,Herukuti,Day of Rest,,
2023,May,23,Tuesday,422,Kpekhan,15,ZuDuaNt,Henetw-Hery W,Herukuti,Ancestral Holy Day,,
2023,May,24,Wednesday,422,Kpekhan,16,ZuZizNt,Henetw-Hery W,Herukuti,,,
2023,May,25,Thursday,422,Kpekhan,17,ZuZfhNt,Henetw-Hery W,Herukuti,,,
2023,May,26,Friday,422,Kpekhan,18,ZuHmnNt,Henetw-Hery W,Herukuti,,,
2023,May,27,Saturday,422,Kpekhan,19,ZuPsdNt,Henetw-Hery W,Herukuti,Divine Holy Day,,
2023,May,28,Sunday,422,Kpekhan,20,ZuMetNt,Henetw-Hery W,Herukuti,Day of Rest,,
2023,May,29,Monday,422,Kpekhan,21,ZuHerp,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,May,30,Tuesday,422,Kpekhan,22,ZuZnuNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,May,31,Wednesday,422,Kpekhan,23,ZuHmtNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,June,1,Thursday,422,Kpekhan,24,ZuFduNt,Henetw Gerw,Nefertoum & Herumakhi,Day of Rest,,
2023,June,2,Friday,422,Kpekhan,25,ZuDuaNt,Henetw Gerw,Nefertoum & Herumakhi,Ancestral Holy Day,,
2023,June,3,Saturday,422,Kpekhan,26,ZuZizNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,June,4,Sunday,422,Kpekhan,27,ZuZfhNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,June,5,Monday,422,Kpekhan,28,ZuHmnNt,Henetw Gerw,Nefertoum & Herumakhi,,,
2023,June,6,Tuesday,422,Kpekhan,29,ZuPsdNt,Henetw Gerw,Nefertoum & Herumakhi,Divine Holy Day,,
2023,June,7,Wednesday,422,Kpekhan,30,ZuMetNt,Henetw Gerw,Nefertoum & Herumakhi,Day of Rest,,
2023,June,8,Thursday,422,Peninit,1,ZuHerp,Khat,Ptah & Hershafi,,,
2023,June,9,Friday,422,Peninit,2,ZuZnuNt,Khat,Ptah & Hershafi,,,
2023,June,10,Saturday,422,Peninit,3,ZuHmtNt,Khat,Ptah & Hershafi,,,
2023,June,11,Sunday,422,Peninit,4,ZuFduNt,Khat,Ptah & Hershafi,Day of Rest,,
2023,June,12,Monday,422,Peninit,5,ZuDuaNt,Khat,Ptah & Hershafi,Ancestral Holy Day,,
2023,June,13,Tuesday,422,Peninit,6,ZuZizNt,Khat,Ptah & Hershafi,,,
2023,June,14,Wednesday,422,Peninit,7,ZuZfhNt,Khat,Ptah & Hershafi,,,
2023,June,15,Thursday,422,Peninit,8,ZuHmnNt,Khat,Ptah & Hershafi,,,
2023,June,16,Friday,422,Peninit,9,ZuPsdNt,Khat,Ptah & Hershafi,Divine Holy Day,,
2023,June,17,Saturday,422,Peninit,10,ZuMetNt,Khat,Ptah & Hershafi,Day of Rest,,
2023,June,18,Sunday,422,Peninit,11,ZuHerp,Sa-Wy-Khat,Amon,,,
2023,June,19,Monday,422,Peninit,12,ZuZnuNt,Sa-Wy-Khat,Amon,,,
2023,June,20,Tuesday,422,Peninit,13,ZuHmtNt,Sa-Wy-Khat,Amon,,,
2023,June,21,Wednesday,422,Peninit,14,ZuFduNt,Sa-Wy-Khat,Amon,Day of Rest,,
2023,June,22,Thursday,422,Peninit,15,ZuDuaNt,Sa-Wy-Khat,Amon,Ancestral Holy Day,,
2023,June,23,Friday,422,Peninit,16,ZuZizNt,Sa-Wy-Khat,Amon,,,
2023,June,24,Saturday,422,Peninit,17,ZuZfhNt,Sa-Wy-Khat,Amon,,,
2023,June,25,Sunday,422,Peninit,18,ZuHmnNt,Sa-Wy-Khat,Amon,,,
2023,June,26,Monday,422,Peninit,19,ZuPsdNt,Sa-Wy-Khat,Amon,Divine Holy Day,,
2023,June,27,Tuesday,422,Peninit,20,ZuMetNt,Sa-Wy-Khat,Amon,Day of Rest,,
2023,June,28,Wednesday,422,Peninit,21,ZuHerp,Haw,Menqet & Sept,,,
2023,June,29,Thursday,422,Peninit,22,ZuZnuNt,Haw,Menqet & Sept,,,
2023,June,30,Friday,422,Peninit,23,ZuHmtNt,Haw,Menqet & Sept,,,
2023,July,1,Saturday,422,Peninit,24,ZuFduNt,Haw,Menqet & Sept,Day of Rest,,
2023,July,2,Sunday,422,Peninit,25,ZuDuaNt,Haw,Menqet & Sept,Ancestral Holy Day,,
2023,July,3,Monday,422,Peninit,26,ZuZizNt,Haw,Menqet & Sept,,,
2023,July,4,Tuesday,422,Peninit,27,ZuZfhNt,Haw,Menqet & Sept,,,
2023,July,5,Wednesday,422,Peninit,28,ZuHmnNt,Haw,Menqet & Sept,,,
2023,July,6,Thursday,422,Peninit,29,ZuPsdNt,Haw,Menqet & Sept,Divine Holy Day,,
2023,July,7,Friday,422,Peninit,30,ZuMetNt,Haw,Menqet & Sept,Day of Rest,,
2023,July,8,Saturday,422,Heb Senseni,1,ZuHerp,Hart,Ihr,,,
2023,July,9,Sunday,422,Heb Senseni,2,ZuZnuNt,Hart,Ihr,,,
2023,July,10,Monday,422,Heb Senseni,3,ZuHmtNt,Hart,Ihr,,,
2023,July,11,Tuesday,422,Heb Senseni,4,ZuFduNt,Hart,Ihr,Day of Rest,,
2023,July,12,Wednesday,422,Heb Senseni,5,ZuDuaNt,Hart,Ihr,Ancestral Holy Day,,
2023,July,13,Thursday,422,Heb Senseni,6,ZuZizNt,Hart,Ihr,,,
2023,July,14,Friday,422,Heb Senseni,7,ZuZfhNt,Hart,Ihr,,,
2023,July,15,Saturday,422,Heb Senseni,8,ZuHmnNt,Hart,Ihr,,,
2023,July,16,Sunday,422,Heb Senseni,9,ZuPsdNt,Hart,Ihr,Divine Holy Day,,
2023,July,17,Monday,422,Heb Senseni,10,ZuMetNt,Hart,Ihr,Day of Rest,,
2023,July,18,Tuesday,422,Heb Senseni,11,ZuHerp,Remnhry,Meshti,,,
2023,July,19,Wednesday,422,Heb Senseni,12,ZuZnuNt,Remnhry,Meshti,,,
2023,July,20,Thursday,422,Heb Senseni,13,ZuHmtNt,Remnhry,Meshti,,,
2023,July,21,Friday,422,Heb Senseni,14,ZuFduNt,Remnhry,Meshti,Day of Rest,,
2023,July,22,Saturday,422,Heb Senseni,15,ZuDuaNt,Remnhry,Meshti,Ancestral Holy Day,Death of Master Naba,
2023,July,23,Sunday,422,Heb Senseni,16,ZuZizNt,Remnhry,Meshti,,,
2023,July,24,Monday,422,Heb Senseni,17,ZuZfhNt,Remnhry,Meshti,,,
2023,July,25,Tuesday,422,Heb Senseni,18,ZuHmnNt,Remnhry,Meshti,,,
2023,July,26,Wednesday,422,Heb Senseni,19,ZuPsdNt,Remnhry,Meshti,Divine Holy Day,,
2023,July,27,Thursday,422,Heb Senseni,20,ZuMetNt,Remnhry,Meshti,Day of Rest,,
2023,July,28,Friday,422,Heb Senseni,21,ZuHerp,Tcheserk,Shuf,,,
2023,July,29,Saturday,422,Heb Senseni,22,ZuZnuNt,Tcheserk,Shuf,,,
2023,July,30,Sunday,422,Heb Senseni,23,ZuHmtNt,Tcheserk,Shuf,,,
2023,July,31,Monday,422,Heb Senseni,24,ZuFduNt,Tcheserk,Shuf,Day of Rest,,
2023,August,1,Tuesday,422,Heb Senseni,25,ZuDuaNt,Tcheserk,Shuf,Ancestral Holy Day,,
2023,August,2,Wednesday,422,Heb Senseni,26,ZuZizNt,Tcheserk,Shuf,,,
2023,August,3,Thursday,422,Heb Senseni,27,ZuZfhNt,Tcheserk,Shuf,,,
2023,August,4,Friday,422,Heb Senseni,28,ZuHmnNt,Tcheserk,Shuf,,,
2023,August,5,Saturday,422,Heb Senseni,29,ZuPsdNt,Tcheserk,Shuf,Divine Holy Day,,
2023,August,6,Sunday,422,Heb Senseni,30,ZuMetNt,Tcheserk,Shuf,Day of Rest,Birth of the Eyes of Heru,
2023,August,7,Monday,422,Mesut Re,1,ZuHerp,Remngery,Maat & Renenutet,,,
2023,August,8,Tuesday,422,Mesut Re,2,ZuZnuNt,Remngery,Maat & Renenutet,,,
2023,August,9,Wednesday,422,Mesut Re,3,ZuHmtNt,Remngery,Maat & Renenutet,,,
2023,August,10,Thursday,422,Mesut Re,4,ZuFduNt,Remngery,Maat & Renenutet,Day of Rest,,
2023,August,11,Friday,422,Mesut Re,5,ZuDuaNt,Remngery,Maat & Renenutet,Ancestral Holy Day,,
2023,August,12,Saturday,422,Mesut Re,6,ZuZizNt,Remngery,Maat & Renenutet,,,
2023,August,13,Sunday,422,Mesut Re,7,ZuZfhNt,Remngery,Maat & Renenutet,,,
2023,August,14,Monday,422,Mesut Re,8,ZuHmnNt,Remngery,Maat & Renenutet,,,
2023,August,15,Tuesday,422,Mesut Re,9,ZuPsdNt,Remngery,Maat & Renenutet,Divine Holy Day,,
2023,August,16,Wednesday,422,Mesut Re,10,ZuMetNt,Remngery,Maat & Renenutet,Day of Rest,,
2023,August,17,Thursday,422,Mesut Re,11,ZuHerp,Wart,Shes & Heru,,,
2023,August,18,Friday,422,Mesut Re,12,ZuZnuNt,Wart,Shes & Heru,,,
2023,August,19,Saturday,422,Mesut Re,13,ZuHmtNt,Wart,Shes & Heru,,,
2023,August,20,Sunday,422,Mesut Re,14,ZuFduNt,Wart,Shes & Heru,Day of Rest,,
2023,August,21,Monday,422,Mesut Re,15,ZuDuaNt,Wart,Shes & Heru,Ancestral Holy Day,,
2023,August,22,Tuesday,422,Mesut Re,16,ZuZizNt,Wart,Shes & Heru,,,
2023,August,23,Wednesday,422,Mesut Re,17,ZuZfhNt,Wart,Shes & Heru,,,
2023,August,24,Thursday,422,Mesut Re,18,ZuHmnNt,Wart,Shes & Heru,,,
2023,August,25,Friday,422,Mesut Re,19,ZuPsdNt,Wart,Shes & Heru,Divine Holy Day,,
2023,August,26,Saturday,422,Mesut Re,20,ZuMetNt,Wart,Shes & Heru,Day of Rest,,
2023,August,27,Sunday,422,Mesut Re,21,ZuHerp,Pehwy Hery,Renut & Ist,,,
2023,August,28,Monday,422,Mesut Re,22,ZuZnuNt,Pehwy Hery,Renut & Ist,,,
2023,August,29,Tuesday,422,Mesut Re,23,ZuHmtNt,Pehwy Hery,Renut & Ist,,,
2023,August,30,Wednesday,422,Mesut Re,24,ZuFduNt,Pehwy Hery,Renut & Ist,Day of Rest,,
2023,August,31,Thursday,422,Mesut Re,25,ZuDuaNt,Pehwy Hery,Renut & Ist,Ancestral Holy Day,,
2023,September,1,Friday,422,Mesut Re,26,ZuZizNt,Pehwy Hery,Renut & Ist,,,
2023,September,2,Saturday,422,Mesut Re,27,ZuZfhNt,Pehwy Hery,Renut & Ist,,,
2023,September,3,Sunday,422,Mesut Re,28,ZuHmnNt,Pehwy Hery,Renut & Ist,,,
2023,September,4,Monday,422,Mesut Re,29,ZuPsdNt,Pehwy Hery,Renut & Ist,Divine Holy Day,,
2023,September,5,Tuesday,422,Mesut Re,30,ZuMetNt,Pehwy Hery,Renut & Ist,Day of Rest,,
2023,September,6,Wednesday,422,Nwt,1,ZuHerp,Nwt,,,Birthday of Wsr,
2023,September,7,Thursday,422,Nwt,2,ZuZnuNt,Nwt,,,Birthday of Heru Ur,
2023,September,8,Friday,422,Nwt,3,ZuHmtNt,Nwt,,,Birthday of Seth,
2023,September,9,Saturday,422,Nwt,4,ZuFduNt,Nwt,,,Birthday of Aishat,
2023,September,10,Sunday,422,Nwt,5,ZuDuaNt,Nwt,,,Birthday of Nebfest,
2023,September,11,Monday,423,Tehuti,1,ZuHerp,Knemut,Seb & Ismat,,New Year's Day,
2023,September,12,Tuesday,423,Tehuti,2,ZuZnuNt,Knemut,Seb & Ismat,,,
2023,September,13,Wednesday,423,Tehuti,3,ZuHmtNt,Knemut,Seb & Ismat,,,
2023,September,14,Thursday,423,Tehuti,4,ZuFduNt,Knemut,Seb & Ismat,Day of Rest,,
2023,September,15,Friday,423,Tehuti,5,ZuDuaNt,Knemut,Seb & Ismat,Ancestral Holy Day,,
2023,September,16,Saturday,423,Tehuti,6,ZuZizNt,Knemut,Seb & Ismat,,,
2023,September,17,Sunday,423,Tehuti,7,ZuZfhNt,Knemut,Seb & Ismat,,,
2023,September,18,Monday,423,Tehuti,8,ZuHmnNt,Knemut,Seb & Ismat,,,
2023,September,19,Tuesday,423,Tehuti,9,ZuPsdNt,Knemut,Seb & Ismat,Divine Holy Day,Fish Day,
2023,September,20,Wednesday,423,Tehuti,10,ZuMetNt,Knemut,Seb & Ismat,Day of Rest,,
2023,September,21,Thursday,423,Tehuti,11,ZuHerp,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,22,Friday,423,Tehuti,12,ZuZnuNt,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,23,Saturday,423,Tehuti,13,ZuHmtNt,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,24,Sunday,423,Tehuti,14,ZuFduNt,Heri-Haped Kneme,Aishat & Ba,Day of Rest,,
2023,September,25,Monday,423,Tehuti,15,ZuDuaNt,Heri-Haped Kneme,Aishat & Ba,Ancestral Holy Day,,
2023,September,26,Tuesday,423,Tehuti,16,ZuZizNt,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,27,Wednesday,423,Tehuti,17,ZuZfhNt,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,28,Thursday,423,Tehuti,18,ZuHmnNt,Heri-Haped Kneme,Aishat & Ba,,,
2023,September,29,Friday,423,Tehuti,19,ZuPsdNt,Heri-Haped Kneme,Aishat & Ba,Divine Holy Day,Day of Tehuti,
2023,September,30,Saturday,423,Tehuti,20,ZuMetNt,Heri-Haped Kneme,Aishat & Ba,Day of Rest,,
2023,October,1,Sunday,423,Tehuti,21,ZuHerp,Hat Djat,Shu & Khentet,,,
2023,October,2,Monday,423,Tehuti,22,ZuZnuNt,Hat Djat,Shu & Khentet,,,
2023,October,3,Tuesday,423,Tehuti,23,ZuHmtNt,Hat Djat,Shu & Khentet,,,
2023,October,4,Wednesday,423,Tehuti,24,ZuFduNt,Hat Djat,Shu & Khentet,Day of Rest,,
2023,October,5,Thursday,423,Tehuti,25,ZuDuaNt,Hat Djat,Shu & Khentet,Ancestral Holy Day,,
2023,October,6,Friday,423,Tehuti,26,ZuZizNt,Hat Djat,Shu & Khentet,,,
2023,October,7,Saturday,423,Tehuti,27,ZuZfhNt,Hat Djat,Shu & Khentet,,,
2023,October,8,Sunday,423,Tehuti,28,ZuHmnNt,Hat Djat,Shu & Khentet,,,
2023,October,9,Monday,423,Tehuti,29,ZuPsdNt,Hat Djat,Shu & Khentet,Divine Holy Day,,
2023,October,10,Tuesday,423,Tehuti,30,ZuMetNt,Hat Djat,Shu & Khentet,Day of Rest,,
2023,October,11,Wednesday,423,Penipt,1,ZuHerp,Djat,Geb & Ten,,,
2023,October,12,Thursday,423,Penipt,2,ZuZnuNt,Djat,Geb & Ten,,,
2023,October,13,Friday,423,Penipt,3,ZuHmtNt,Djat,Geb & Ten,,,
2023,October,14,Saturday,423,Penipt,4,ZuFduNt,Djat,Geb & Ten,Day of Rest,,
2023,October,15,Sunday,423,Penipt,5,ZuDuaNt,Djat,Geb & Ten,Ancestral Holy Day,,
2023,October,16,Monday,423,Penipt,6,ZuZizNt,Djat,Geb & Ten,,Charm of Aishat,
2023,October,17,Tuesday,423,Penipt,7,ZuZfhNt,Djat,Geb & Ten,,,
2023,October,18,Wednesday,423,Penipt,8,ZuHmnNt,Djat,Geb & Ten,,,
2023,October,19,Thursday,423,Penipt,9,ZuPsdNt,Djat,Geb & Ten,Divine Holy Day,,
2023,October,20,Friday,423,Penipt,10,ZuMetNt,Djat,Geb & Ten,Day of Rest,,
2023,October,21,Saturday,423,Penipt,11,ZuHerp,Dahwy Djat,Nebt & Dep,,,
2023,October,22,Sunday,423,Penipt,12,ZuZnuNt,Dahwy Djat,Nebt & Dep,,,
2023,October,23,Monday,423,Penipt,13,ZuHmtNt,Dahwy Djat,Nebt & Dep,,,
2023,October,24,Tuesday,423,Penipt,14,ZuFduNt,Dahwy Djat,Nebt & Dep,Day of Rest,,
2023,October,25,Wednesday,423,Penipt,15,ZuDuaNt,Dahwy Djat,Nebt & Dep,Ancestral Holy Day,,
2023,October,26,Thursday,423,Penipt,16,ZuZizNt,Dahwy Djat,Nebt & Dep,,,
2023,October,27,Friday,423,Penipt,17,ZuZfhNt,Dahwy Djat,Nebt & Dep,,,
2023,October,28,Saturday,423,Penipt,18,ZuHmnNt,Dahwy Djat,Nebt & Dep,,,
2023,October,29,Sunday,423,Penipt,19,ZuPsdNt,Dahwy Djat,Nebt & Dep,Divine Holy Day ,,
2023,October,30,Monday,423,Penipt,20,ZuMetNt,Dahwy Djat,Nebt & Dep,Day of Rest,,
2023,October,31,Tuesday,423,Penipt,21,ZuHerp,Tem-At,Nefertoum & Mesthi,,,
2023,November,1,Wednesday,423,Penipt,22,ZuZnuNt,Tem-At,Nefertoum & Mesthi,,,
2023,November,2,Thursday,423,Penipt,23,ZuHmtNt,Tem-At,Nefertoum & Mesthi,,Sunstick Day,
2023,November,3,Friday,423,Penipt,24,ZuFduNt,Tem-At,Nefertoum & Mesthi,Day of Rest,,
2023,November,4,Saturday,423,Penipt,25,ZuDuaNt,Tem-At,Nefertoum & Mesthi,Ancestral Holy Day,,
2023,November,5,Sunday,423,Penipt,26,ZuZizNt,Tem-At,Nefertoum & Mesthi,,,
